task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
11	e7/1ba196	2682496	fastsurfer (11)	COMPLETED	0	2025-10-27 12:08:48.182	1h 26m 52s	1h 26m 52s	1302.7%	12.5 GB	525 GB	3.5 GB	397.8 MB
411	ba/4e56d5	3667637	nifti_converter (92)	COMPLETED	0	2025-10-27 13:35:41.631	2.1s	1.5s	99.9%	73.5 MB	112 MB	7.4 MB	80 MB
412	86/043c91	3668232	roi_creator (92)	COMPLETED	0	2025-10-27 13:35:44.767	2m 48s	2m 48s	100.0%	198.8 MB	307.9 MB	4.9 GB	10.2 MB
86	17/1acbd4	2823904	fastsurfer (86)	COMPLETED	0	2025-10-27 12:17:34.484	1h 23m 42s	1h 23m 41s	1143.1%	12.5 GB	525 GB	3.7 GB	429.7 MB
413	b2/88b2f2	3759939	nifti_converter (93)	COMPLETED	0	2025-10-27 13:41:16.336	1.8s	1.2s	101.1%	73.5 MB	112 MB	7.6 MB	80 MB
414	f4/7bbbc1	3761289	roi_creator (93)	COMPLETED	0	2025-10-27 13:41:19.160	2m 27s	2m 26s	100.2%	198.8 MB	307.9 MB	4.9 GB	10.2 MB
61	7f/e51b21	2836067	fastsurfer (61)	COMPLETED	0	2025-10-27 12:18:08.643	1h 28m 41s	1h 28m 40s	1081.0%	12.7 GB	525.4 GB	3.7 GB	427.7 MB
415	24/31824c	3860059	nifti_converter (94)	COMPLETED	0	2025-10-27 13:46:50.751	1.6s	985ms	100.9%	13.5 MB	62.4 MB	7.3 MB	80 MB
416	8c/c9c3cf	3860705	roi_creator (94)	COMPLETED	0	2025-10-27 13:46:53.325	2m 31s	2m 31s	100.2%	198.8 MB	307.9 MB	4.9 GB	10.2 MB
85	6d/3bbad4	3094882	fastsurfer (85)	COMPLETED	0	2025-10-27 12:39:17.330	1h 17m 59s	1h 17m 59s	1037.0%	12.7 GB	525.4 GB	3.6 GB	404.9 MB
417	58/3c1899	4002404	nifti_converter (95)	COMPLETED	0	2025-10-27 13:57:17.594	1.5s	907ms	100.1%	12 MB	62.4 MB	7.5 MB	80 MB
45	0f/7bc85c	3193292	fastsurfer (45)	COMPLETED	0	2025-10-27 12:46:12.082	1h 12m 14s	1h 12m 13s	980.6%	12.7 GB	525.5 GB	3.9 GB	453.1 MB
419	9b/c72a3f	4051921	nifti_converter (96)	COMPLETED	0	2025-10-27 13:58:26.094	1.9s	1.3s	99.6%	73.5 MB	112 MB	7.3 MB	80 MB
418	23/250d24	4002846	roi_creator (95)	COMPLETED	0	2025-10-27 13:57:20.138	2m 47s	2m 46s	99.9%	198.8 MB	307.9 MB	4.9 GB	10.2 MB
420	6c/7b03f1	4057793	roi_creator (96)	COMPLETED	0	2025-10-27 13:58:28.991	2m 36s	2m 35s	100.2%	198.8 MB	307.9 MB	4.9 GB	10.3 MB
97	70/b48843	3370961	fastsurfer (97)	COMPLETED	0	2025-10-27 13:06:45.392	1h 5m 54s	1h 5m 53s	892.2%	12.7 GB	525.5 GB	3.6 GB	419.3 MB
421	b6/15199a	42776	nifti_converter (97)	COMPLETED	0	2025-10-27 14:12:39.966	2.4s	1.7s	99.1%	72.8 MB	112 MB	7.6 MB	80 MB
422	ec/ae8e3e	43295	roi_creator (97)	COMPLETED	0	2025-10-27 14:12:43.382	2m 56s	2m 56s	99.8%	198.8 MB	307.9 MB	4.9 GB	10.2 MB
98	65/9b315f	3535934	fastsurfer (98)	COMPLETED	0	2025-10-27 13:24:02.532	54m 36s	54m 35s	888.5%	12.7 GB	525.5 GB	3.6 GB	409.9 MB
423	4d/88cbd0	140512	nifti_converter (98)	COMPLETED	0	2025-10-27 14:18:39.104	1.6s	1.1s	99.5%	73.5 MB	112 MB	7.8 MB	80 MB
424	02/0b6ad2	141609	roi_creator (98)	COMPLETED	0	2025-10-27 14:18:41.759	2m 42s	2m 42s	100.2%	198.8 MB	307.9 MB	4.9 GB	10.2 MB
191	ef/615428	3667035	fastsurfer (191)	COMPLETED	0	2025-10-27 13:35:40.624	1h 4m 44s	1h 4m 43s	785.1%	13 GB	525.7 GB	3.9 GB	456 MB
425	fc/ee096c	338280	nifti_converter (99)	COMPLETED	0	2025-10-27 14:40:25.725	2.1s	1.5s	100.1%	73.5 MB	112 MB	7.4 MB	80 MB
426	bf/3bbccc	339457	roi_creator (99)	COMPLETED	0	2025-10-27 14:40:28.793	2m 40s	2m 40s	100.2%	198.8 MB	307.9 MB	4.9 GB	10.3 MB
101	2c/10e026	3859486	fastsurfer (101)	COMPLETED	0	2025-10-27 13:46:49.745	58m 37s	58m 36s	1057.3%	13 GB	525.7 GB	3.5 GB	402.7 MB
427	39/b16868	423468	nifti_converter (100)	COMPLETED	0	2025-10-27 14:45:27.825	2.4s	1.3s	99.8%	73.5 MB	112 MB	7.8 MB	80 MB
428	24/e27ee6	424270	roi_creator (100)	COMPLETED	0	2025-10-27 14:45:31.200	2m 51s	2m 50s	100.2%	198.8 MB	307.9 MB	4.9 GB	10.2 MB
100	3a/54c02e	4000936	fastsurfer (100)	COMPLETED	0	2025-10-27 13:57:16.587	1h 5m 5s	1h 5m 4s	882.1%	12.9 GB	525.6 GB	3.8 GB	444.1 MB
429	44/671eef	591135	nifti_converter (101)	COMPLETED	0	2025-10-27 15:02:22.607	1.5s	986ms	100.5%	10.5 MB	62.4 MB	6.9 MB	80 MB
99	8d/62e66e	3759938	fastsurfer (99)	COMPLETED	0	2025-10-27 13:41:16.328	1h 22m 4s	1h 22m 3s	762.1%	13 GB	525.7 GB	3.8 GB	450.4 MB
431	06/471ca3	641622	nifti_converter (102)	COMPLETED	0	2025-10-27 15:03:20.941	2.3s	1.7s	99.8%	73.5 MB	112 MB	7.9 MB	80 MB
102	f5/665ce5	4051883	fastsurfer (102)	COMPLETED	0	2025-10-27 13:58:26.086	1h 5m 26s	1h 5m 26s	1065.5%	12.5 GB	525 GB	3.6 GB	408.1 MB
433	4b/279fd8	651987	nifti_converter (103)	COMPLETED	0	2025-10-27 15:03:53.303	1.4s	947ms	100.9%	10.5 MB	62.4 MB	7.4 MB	80 MB
430	6c/27791d	591967	roi_creator (101)	COMPLETED	0	2025-10-27 15:02:25.154	2m 30s	2m 30s	100.2%	198.8 MB	307.9 MB	4.9 GB	10.3 MB
432	55/92bdc6	644818	roi_creator (102)	COMPLETED	0	2025-10-27 15:03:24.246	2m 20s	2m 19s	100.2%	198.8 MB	307.9 MB	4.9 GB	10.3 MB
434	7c/215870	652504	roi_creator (103)	COMPLETED	0	2025-10-27 15:03:55.754	2m 15s	2m 15s	100.3%	198.8 MB	307.9 MB	4.9 GB	10.2 MB
104	91/d40088	139620	fastsurfer (104)	COMPLETED	0	2025-10-27 14:18:38.099	1h 5m 6s	1h 5m 6s	945.4%	13 GB	525.7 GB	3.7 GB	429.6 MB
435	21/9be6fc	926899	nifti_converter (104)	COMPLETED	0	2025-10-27 15:23:44.532	1.6s	979ms	100.2%	10.5 MB	62.4 MB	7.3 MB	80 MB
436	86/a9dfb7	928061	roi_creator (104)	COMPLETED	0	2025-10-27 15:23:47.099	2m 30s	2m 29s	100.3%	198.8 MB	307.9 MB	4.9 GB	10.3 MB
103	b9/dcd3a3	42187	fastsurfer (103)	COMPLETED	0	2025-10-27 14:12:38.961	1h 18m 31s	1h 18m 30s	1031.4%	12.5 GB	525 GB	4 GB	474.3 MB
437	ed/b24b15	1030232	nifti_converter (105)	COMPLETED	0	2025-10-27 15:31:09.668	2.1s	1.5s	99.9%	73.5 MB	112 MB	8 MB	80 MB
438	43/2630be	1031311	roi_creator (105)	COMPLETED	0	2025-10-27 15:31:12.766	2m 51s	2m 51s	100.1%	198.8 MB	307.9 MB	4.9 GB	10.3 MB
106	87/ff835c	337580	fastsurfer (106)	COMPLETED	0	2025-10-27 14:40:24.717	59m 3s	59m 3s	782.2%	12.7 GB	525.4 GB	3.7 GB	424.8 MB
439	6c/5387ee	1144457	nifti_converter (106)	COMPLETED	0	2025-10-27 15:39:27.940	1.7s	1.1s	100.3%	73.5 MB	112 MB	7.4 MB	80 MB
108	bc/21b89c	422910	fastsurfer (108)	COMPLETED	0	2025-10-27 14:45:26.816	55m 19s	55m 18s	787.7%	12.7 GB	525.4 GB	3.6 GB	414.2 MB
441	fe/16d8e9	1204109	nifti_converter (107)	COMPLETED	0	2025-10-27 15:40:46.354	1.8s	1.2s	99.2%	73.5 MB	112 MB	7.6 MB	80 MB
440	45/90002a	1145724	roi_creator (106)	COMPLETED	0	2025-10-27 15:39:30.643	2m 32s	2m 32s	100.2%	198.8 MB	307.9 MB	4.9 GB	10.2 MB
442	72/16b705	1205052	roi_creator (107)	COMPLETED	0	2025-10-27 15:40:49.161	2m 26s	2m 26s	100.2%	198.8 MB	307.9 MB	4.9 GB	10.2 MB
109	67/3bda0f	638894	fastsurfer (109)	COMPLETED	0	2025-10-27 15:03:19.933	49m 31s	49m 31s	867.7%	12.5 GB	525 GB	3.5 GB	387 MB
443	55/f4925e	1368351	nifti_converter (108)	COMPLETED	0	2025-10-27 15:52:52.197	1.8s	1.2s	100.2%	73.5 MB	112 MB	7.1 MB	80 MB
444	95/a3f232	1369475	roi_creator (108)	COMPLETED	0	2025-10-27 15:52:54.973	2m 49s	2m 49s	100.1%	198.8 MB	307.9 MB	4.9 GB	10.2 MB
111	5d/1b3e9e	651379	fastsurfer (111)	COMPLETED	0	2025-10-27 15:03:52.296	1h 1m 43s	1h 1m 42s	1073.0%	12.7 GB	525.5 GB	3.6 GB	409.5 MB
445	4d/382e15	1509821	nifti_converter (109)	COMPLETED	0	2025-10-27 16:05:36.075	2.2s	1.6s	99.9%	73.5 MB	112 MB	7.5 MB	80 MB
446	39/b95fe8	1510417	roi_creator (109)	COMPLETED	0	2025-10-27 16:05:39.242	2m 53s	2m 53s	99.8%	198.8 MB	307.9 MB	4.9 GB	10.2 MB
105	3e/665a04	590416	fastsurfer (105)	COMPLETED	0	2025-10-27 15:02:21.599	1h 21m 39s	1h 21m 38s	1007.2%	13 GB	525.8 GB	3.9 GB	458.9 MB
447	66/10a2c0	1676013	nifti_converter (110)	COMPLETED	0	2025-10-27 16:24:01.243	1.5s	1s	100.1%	10.5 MB	62.4 MB	7.5 MB	80 MB
448	ac/bc1f7c	1676516	roi_creator (110)	COMPLETED	0	2025-10-27 16:24:03.781	2m 24s	2m 23s	100.2%	198.8 MB	307.9 MB	4.9 GB	10.3 MB
205	00/05d134	1030231	fastsurfer (205)	COMPLETED	0	2025-10-27 15:31:09.661	57m 39s	57m 38s	846.7%	13 GB	525.7 GB	3.7 GB	427.3 MB
449	c9/7b717d	1761731	nifti_converter (111)	COMPLETED	0	2025-10-27 16:28:48.805	1.5s	967ms	99.3%	10.5 MB	62.4 MB	7.6 MB	80 MB
450	79/92e292	1763023	roi_creator (111)	COMPLETED	0	2025-10-27 16:28:51.329	2m 19s	2m 19s	100.3%	198.8 MB	307.9 MB	4.9 GB	10.2 MB
107	66/4f3418	926886	fastsurfer (107)	COMPLETED	0	2025-10-27 15:23:44.524	1h 9m 36s	1h 9m 35s	806.3%	12.7 GB	525.4 GB	3.9 GB	461.1 MB
451	7d/33e8f8	1852231	nifti_converter (112)	COMPLETED	0	2025-10-27 16:33:21.313	1.5s	923ms	99.5%	12.8 MB	62.4 MB	7.7 MB	80 MB
452	f9/d6004e	1852924	roi_creator (112)	COMPLETED	0	2025-10-27 16:33:23.836	2m 16s	2m 15s	100.2%	198.8 MB	307.9 MB	4.9 GB	10.3 MB
110	fa/775d12	1144456	fastsurfer (110)	COMPLETED	0	2025-10-27 15:39:27.935	1h 12s	1h 11s	1018.3%	12.5 GB	525 GB	3.7 GB	426.3 MB
453	f0/c9defa	1965741	nifti_converter (113)	COMPLETED	0	2025-10-27 16:39:40.490	1.5s	920ms	100.6%	12.8 MB	62.4 MB	7.8 MB	80 MB
113	ca/43732d	1203211	fastsurfer (113)	COMPLETED	0	2025-10-27 15:40:45.347	1h 27s	1h 26s	1037.3%	13 GB	525.8 GB	3.6 GB	416.3 MB
455	6b/3c3d08	2029969	nifti_converter (114)	COMPLETED	0	2025-10-27 16:41:13.450	1.6s	1.1s	98.9%	9.8 MB	62.4 MB	7.5 MB	80 MB
454	68/fab748	1966610	roi_creator (113)	COMPLETED	0	2025-10-27 16:39:43.002	2m 26s	2m 25s	100.2%	198.8 MB	307.9 MB	4.9 GB	10.3 MB
456	c9/3092b3	2031216	roi_creator (114)	COMPLETED	0	2025-10-27 16:41:16.043	2m 16s	2m 15s	100.2%	198.8 MB	307.9 MB	4.9 GB	10.2 MB
114	a3/d18514	1509176	fastsurfer (114)	COMPLETED	0	2025-10-27 16:05:35.068	43m 58s	43m 57s	941.6%	12.7 GB	525.4 GB	3.3 GB	364.8 MB
457	18/b77bda	2172365	nifti_converter (115)	COMPLETED	0	2025-10-27 16:49:32.690	1.7s	1.1s	100.6%	10.5 MB	62.4 MB	7.5 MB	80 MB
458	f1/060597	2173659	roi_creator (115)	COMPLETED	0	2025-10-27 16:49:35.349	2m 44s	2m 44s	100.1%	198.8 MB	307.9 MB	4.9 GB	10.1 MB
112	e6/6720db	1367437	fastsurfer (112)	COMPLETED	0	2025-10-27 15:52:51.187	1h 4s	1h 4s	902.9%	12.7 GB	525.4 GB	3.8 GB	441.6 MB
459	ff/9f0c0a	2256126	nifti_converter (116)	COMPLETED	0	2025-10-27 16:52:56.609	1.7s	1.1s	100.0%	73.5 MB	112 MB	7.6 MB	80 MB
460	f8/1dab3b	2256845	roi_creator (116)	COMPLETED	0	2025-10-27 16:52:59.276	2m 47s	2m 46s	100.1%	198.8 MB	307.9 MB	4.9 GB	10.3 MB
116	c0/605dc9	1675373	fastsurfer (116)	COMPLETED	0	2025-10-27 16:24:00.236	1h 13m 42s	1h 13m 42s	810.8%	12.5 GB	525 GB	3.8 GB	447.3 MB
461	83/c04056	2575547	nifti_converter (117)	COMPLETED	0	2025-10-27 17:37:43.622	1.9s	1.3s	99.7%	72.8 MB	112 MB	7.9 MB	80 MB
462	80/37e5be	2576066	roi_creator (117)	COMPLETED	0	2025-10-27 17:37:46.499	2m 50s	2m 50s	100.2%	198.8 MB	307.9 MB	4.9 GB	10.3 MB
115	96/47b972	1761726	fastsurfer (115)	COMPLETED	0	2025-10-27 16:28:48.801	1h 19m 47s	1h 19m 46s	1144.7%	12.5 GB	525 GB	3.6 GB	405.4 MB
463	7e/167feb	2691235	nifti_converter (118)	COMPLETED	0	2025-10-27 17:48:35.903	1.8s	1.2s	98.4%	73.5 MB	112 MB	7.9 MB	80 MB
464	4f/e6dc77	2692472	roi_creator (118)	COMPLETED	0	2025-10-27 17:48:38.706	2m 49s	2m 49s	100.2%	198.8 MB	307.9 MB	4.9 GB	10.2 MB
119	ea/887de7	1965168	fastsurfer (119)	COMPLETED	0	2025-10-27 16:39:39.480	1h 39m 35s	1h 39m 35s	1072.8%	13 GB	525.7 GB	3.8 GB	444.3 MB
465	54/2f89dc	2906926	nifti_converter (119)	COMPLETED	0	2025-10-27 18:19:15.878	1.8s	1.3s	100.1%	73.5 MB	112 MB	7.6 MB	80 MB
466	3c/140115	2907709	roi_creator (119)	COMPLETED	0	2025-10-27 18:19:18.702	2m 28s	2m 27s	100.2%	198.8 MB	307.9 MB	4.9 GB	10.3 MB
118	55/78079a	2029108	fastsurfer (118)	COMPLETED	0	2025-10-27 16:41:12.442	1h 49m 28s	1h 49m 27s	1342.9%	13 GB	525.7 GB	3.5 GB	405.4 MB
467	cb/b8fc49	3034435	nifti_converter (120)	COMPLETED	0	2025-10-27 18:30:40.973	2.1s	1.4s	101.1%	73.5 MB	112 MB	7.8 MB	80 MB
120	56/bd3c03	2172359	fastsurfer (120)	COMPLETED	0	2025-10-27 16:49:32.684	1h 42m 9s	1h 42m 9s	1182.8%	12.7 GB	525.4 GB	3.9 GB	455.5 MB
469	28/9a1e3b	3088657	nifti_converter (121)	COMPLETED	0	2025-10-27 18:31:43.189	1.5s	875ms	99.6%	9.8 MB	62.4 MB	7.6 MB	80 MB
468	98/633d45	3034926	roi_creator (120)	COMPLETED	0	2025-10-27 18:30:44.050	2m 10s	2m 9s	100.3%	198.8 MB	307.9 MB	4.9 GB	10.2 MB
470	c5/da449b	3089449	roi_creator (121)	COMPLETED	0	2025-10-27 18:31:45.666	2m 9s	2m 8s	100.3%	198.8 MB	307.9 MB	4.9 GB	10.3 MB
122	9e/7ba17c	2255524	fastsurfer (122)	COMPLETED	0	2025-10-27 16:52:55.602	1h 42m 49s	1h 42m 48s	1314.4%	12.7 GB	525.4 GB	4 GB	471.3 MB
471	c3/d2584b	3177572	nifti_converter (122)	COMPLETED	0	2025-10-27 18:35:44.680	1.6s	914ms	101.3%	13.5 MB	62.4 MB	7.8 MB	80 MB
121	41/6e70af	2574607	fastsurfer (121)	COMPLETED	0	2025-10-27 17:37:42.616	59m 9s	59m 8s	1089.2%	12.7 GB	525.5 GB	3.6 GB	402.3 MB
473	52/7d8bde	3237237	nifti_converter (123)	COMPLETED	0	2025-10-27 18:36:52.665	1.5s	844ms	100.3%	15 MB	62.4 MB	7.1 MB	80 MB
472	37/61fbfa	3178762	roi_creator (122)	COMPLETED	0	2025-10-27 18:35:47.249	2m 7s	2m 6s	100.3%	198.8 MB	307.9 MB	4.9 GB	10.3 MB
474	76/f27ba3	3239594	roi_creator (123)	COMPLETED	0	2025-10-27 18:36:55.136	2m 10s	2m 9s	100.3%	198.8 MB	307.9 MB	4.9 GB	10.2 MB
125	90/528666	2691229	fastsurfer (125)	COMPLETED	0	2025-10-27 17:48:35.894	58m 5s	58m 5s	878.4%	12.5 GB	525.1 GB	3.5 GB	397 MB
475	8f/936894	3409162	nifti_converter (124)	COMPLETED	0	2025-10-27 18:46:42.338	1.5s	934ms	100.4%	13.5 MB	62.4 MB	6.8 MB	80 MB
476	65/00bd2c	3410013	roi_creator (124)	COMPLETED	0	2025-10-27 18:46:44.884	2m 36s	2m 35s	100.1%	198.8 MB	307.9 MB	4.9 GB	10.2 MB
117	ee/2df1f6	1851630	fastsurfer (117)	COMPLETED	0	2025-10-27 16:33:20.307	2h 16m 12s	2h 16m 12s	807.3%	12.7 GB	525.4 GB	3.9 GB	472.8 MB
477	8a/a4aebf	3485574	nifti_converter (125)	COMPLETED	0	2025-10-27 18:49:33.526	1.5s	964ms	100.9%	11.3 MB	62.4 MB	8 MB	80 MB
478	02/44a323	3486037	roi_creator (125)	COMPLETED	0	2025-10-27 18:49:36.030	2m 28s	2m 28s	100.2%	198.8 MB	307.9 MB	4.9 GB	10.3 MB
123	ba/16be2e	2906358	fastsurfer (123)	COMPLETED	0	2025-10-27 18:19:14.873	55m 42s	55m 42s	772.4%	12.7 GB	525.4 GB	3.7 GB	430.3 MB
479	1a/098b26	3715788	nifti_converter (126)	COMPLETED	0	2025-10-27 19:14:58.227	2s	1.3s	100.2%	73.5 MB	112 MB	7.5 MB	80 MB
480	cc/5481fb	3716316	roi_creator (126)	COMPLETED	0	2025-10-27 19:15:01.195	2m 52s	2m 52s	100.0%	198.8 MB	307.9 MB	4.9 GB	10.3 MB
124	80/f7b081	3033864	fastsurfer (124)	COMPLETED	0	2025-10-27 18:30:39.965	54m 14s	54m 13s	921.8%	12.5 GB	525 GB	3.7 GB	425.1 MB
481	cf/89eb4a	3833573	nifti_converter (127)	COMPLETED	0	2025-10-27 19:24:54.749	1.9s	1.3s	100.0%	72.8 MB	112 MB	7.7 MB	80 MB
482	e2/0eefc5	3834640	roi_creator (127)	COMPLETED	0	2025-10-27 19:24:57.660	2m 51s	2m 51s	100.0%	198.8 MB	307.9 MB	4.9 GB	10.2 MB
127	34/f6b959	3088047	fastsurfer (127)	COMPLETED	0	2025-10-27 18:31:42.183	1h 9m 36s	1h 9m 35s	868.8%	12.5 GB	525 GB	3.9 GB	454.2 MB
483	97/009b13	3982951	nifti_converter (128)	COMPLETED	0	2025-10-27 19:41:19.248	2s	1.4s	98.6%	72.8 MB	112 MB	7.5 MB	80 MB
484	4c/34b1ba	3983760	roi_creator (128)	COMPLETED	0	2025-10-27 19:41:22.299	2m 54s	2m 53s	99.9%	198.8 MB	307.9 MB	4.9 GB	10.3 MB
134	e9/d04f6f	3484830	fastsurfer (134)	COMPLETED	0	2025-10-27 18:49:32.517	1h 28m 25s	1h 28m 24s	1077.3%	12.5 GB	525 GB	3.6 GB	417.2 MB
485	02/84b41c	39289	nifti_converter (129)	COMPLETED	0	2025-10-27 20:17:58.364	1.5s	888ms	100.7%	13.5 MB	62.4 MB	7.2 MB	80 MB
126	aa/662220	3177571	fastsurfer (126)	COMPLETED	0	2025-10-27 18:35:44.675	1h 43m 56s	1h 43m 55s	1158.3%	12.7 GB	525.5 GB	4.1 GB	499.5 MB
487	99/251fdc	98839	nifti_converter (130)	COMPLETED	0	2025-10-27 20:19:41.637	1.5s	848ms	99.7%	13.5 MB	62.4 MB	8 MB	80 MB
486	67/7a8b49	39673	roi_creator (129)	COMPLETED	0	2025-10-27 20:18:00.859	2m 9s	2m 8s	100.3%	198.8 MB	307.9 MB	4.9 GB	10.2 MB
488	97/74b42c	99623	roi_creator (130)	COMPLETED	0	2025-10-27 20:19:44.120	2m 6s	2m 5s	100.3%	198.8 MB	307.9 MB	4.9 GB	10.4 MB
138	ec/24e294	3236566	fastsurfer (138)	COMPLETED	0	2025-10-27 18:36:51.657	1h 45m 57s	1h 45m 57s	1196.8%	12.7 GB	525.4 GB	4 GB	470 MB
489	5e/1dc2f3	174519	nifti_converter (131)	COMPLETED	0	2025-10-27 20:22:50.050	1.4s	831ms	100.5%	12.8 MB	62.4 MB	7.6 MB	80 MB
490	5a/0b4ca5	175373	roi_creator (131)	COMPLETED	0	2025-10-27 20:22:52.477	2m 2s	2m 2s	100.3%	198.8 MB	307.9 MB	4.9 GB	10.3 MB
130	74/4758fa	3715236	fastsurfer (130)	COMPLETED	0	2025-10-27 19:14:57.219	1h 17m 28s	1h 17m 27s	1059.5%	12.5 GB	525 GB	3.8 GB	440.9 MB
491	1d/48923f	329996	nifti_converter (132)	COMPLETED	0	2025-10-27 20:32:26.146	1.5s	887ms	100.6%	12.8 MB	62.4 MB	7.2 MB	80 MB
492	8d/e59a51	330854	roi_creator (132)	COMPLETED	0	2025-10-27 20:32:28.695	2m 19s	2m 19s	100.2%	198.8 MB	307.9 MB	4.9 GB	10.3 MB
136	8a/2b0be9	3832968	fastsurfer (136)	COMPLETED	0	2025-10-27 19:24:53.743	1h 9m 58s	1h 9m 58s	917.0%	13 GB	525.8 GB	3.7 GB	421.4 MB
493	80/38dbc4	402323	nifti_converter (133)	COMPLETED	0	2025-10-27 20:34:52.976	1.5s	918ms	100.7%	12.8 MB	62.4 MB	7 MB	80 MB
140	24/cae356	3408532	fastsurfer (140)	COMPLETED	0	2025-10-27 18:46:41.330	1h 49m 56s	1h 49m 56s	1183.3%	12.7 GB	525.4 GB	4 GB	471.7 MB
495	e8/fdb483	469087	nifti_converter (134)	COMPLETED	0	2025-10-27 20:36:38.796	1.5s	855ms	99.5%	13.5 MB	62.4 MB	7.5 MB	80 MB
494	e6/6f63f3	402927	roi_creator (133)	COMPLETED	0	2025-10-27 20:34:55.479	2m 11s	2m 10s	100.3%	198.8 MB	307.9 MB	4.9 GB	10.2 MB
496	c0/55882b	469605	roi_creator (134)	COMPLETED	0	2025-10-27 20:36:41.277	2m 32s	2m 32s	100.2%	198.8 MB	307.9 MB	4.9 GB	10.4 MB
139	8d/4c4f3c	3982404	fastsurfer (139)	COMPLETED	0	2025-10-27 19:41:18.242	1h 4m 14s	1h 4m 13s	823.1%	12.7 GB	525.4 GB	3.8 GB	440.4 MB
497	2f/e12bcf	617580	nifti_converter (135)	COMPLETED	0	2025-10-27 20:45:33.235	1.9s	1.3s	100.4%	73.5 MB	112 MB	7.1 MB	80 MB
498	38/d350e1	618366	roi_creator (135)	COMPLETED	0	2025-10-27 20:45:36.132	2m 56s	2m 56s	100.0%	198.8 MB	307.9 MB	4.9 GB	10.3 MB
137	33/21227d	97999	fastsurfer (137)	COMPLETED	0	2025-10-27 20:19:40.629	1h 15m 19s	1h 15m 18s	1022.8%	12.7 GB	525.4 GB	3.7 GB	425.8 MB
499	19/a8a621	934159	nifti_converter (136)	COMPLETED	0	2025-10-27 21:35:00.576	2s	1.4s	99.9%	72.8 MB	112 MB	7.2 MB	80 MB
500	ae/c98fcb	934679	roi_creator (136)	COMPLETED	0	2025-10-27 21:35:03.568	2m 55s	2m 54s	100.1%	198.8 MB	307.9 MB	4.9 GB	10.2 MB
131	b3/e7a78e	173926	fastsurfer (131)	COMPLETED	0	2025-10-27 20:22:49.041	1h 22m 13s	1h 22m 13s	1104.5%	12.7 GB	525.4 GB	3.7 GB	420 MB
