task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
592	6e/581eb5	2643011	roi_creator (182)	COMPLETED	0	2025-10-28 06:05:09.370	2m 54s	2m 53s	100.0%	198.8 MB	307.9 MB	4.9 GB	10.3 MB
182	1b/f0d757	1915260	fastsurfer (182)	COMPLETED	0	2025-10-28 05:09:18.990	1h 9m 56s	1h 9m 56s	1005.0%	13 GB	525.7 GB	3.7 GB	427.7 MB
593	e3/b00af0	2779522	nifti_converter (183)	COMPLETED	0	2025-10-28 06:19:15.445	2s	1.5s	98.6%	73.5 MB	112 MB	7.5 MB	80 MB
594	46/2edd38	2780814	roi_creator (183)	COMPLETED	0	2025-10-28 06:19:18.495	2m 55s	2m 54s	99.8%	198.8 MB	307.9 MB	4.9 GB	10.2 MB
185	d6/49b3f2	1988921	fastsurfer (185)	COMPLETED	0	2025-10-28 05:12:43.248	1h 18m 18s	1h 18m 17s	1240.7%	12.9 GB	525.6 GB	3.6 GB	413.5 MB
595	67/8f36db	2909409	nifti_converter (184)	COMPLETED	0	2025-10-28 06:31:01.821	1.8s	1.2s	99.5%	73.5 MB	112 MB	7.1 MB	80 MB
596	57/ee4a49	2910219	roi_creator (184)	COMPLETED	0	2025-10-28 06:31:04.595	2m 33s	2m 33s	100.2%	198.8 MB	307.9 MB	4.9 GB	10.2 MB
183	26/2c02bf	2322694	fastsurfer (183)	COMPLETED	0	2025-10-28 05:30:56.473	1h 14m 42s	1h 14m 42s	1005.9%	12.7 GB	525.4 GB	3.6 GB	412.6 MB
597	e4/9bc241	3059471	nifti_converter (185)	COMPLETED	0	2025-10-28 06:45:38.807	1.8s	1.2s	100.1%	73.5 MB	112 MB	7.2 MB	80 MB
598	bd/20751e	3060774	roi_creator (185)	COMPLETED	0	2025-10-28 06:45:41.566	2m 35s	2m 34s	100.2%	198.8 MB	307.9 MB	4.9 GB	10.2 MB
188	28/eb135a	2437732	fastsurfer (188)	COMPLETED	0	2025-10-28 05:39:28.411	1h 16m 7s	1h 16m 6s	1079.4%	12.7 GB	525.4 GB	3.6 GB	406.1 MB
599	81/a3c7e9	3180981	nifti_converter (186)	COMPLETED	0	2025-10-28 06:55:36.248	1.6s	1.1s	100.2%	12 MB	62.4 MB	7.3 MB	80 MB
186	13/613952	2177390	fastsurfer (186)	COMPLETED	0	2025-10-28 05:20:51.008	1h 36m 43s	1h 36m 43s	1302.7%	13 GB	525.7 GB	3.7 GB	432.3 MB
601	34/ab5455	3245729	nifti_converter (187)	COMPLETED	0	2025-10-28 06:57:35.364	1.7s	1.1s	100.3%	73.5 MB	112 MB	7.1 MB	80 MB
600	ca/26db7b	3182157	roi_creator (186)	COMPLETED	0	2025-10-28 06:55:38.883	2m 33s	2m 33s	100.2%	198.8 MB	307.9 MB	4.9 GB	10.2 MB
602	94/9c2673	3246986	roi_creator (187)	COMPLETED	0	2025-10-28 06:57:38.046	2m 37s	2m 37s	100.1%	198.8 MB	307.9 MB	4.9 GB	10.3 MB
184	5b/0aa41e	2057727	fastsurfer (184)	COMPLETED	0	2025-10-28 05:14:43.063	1h 49m 59s	1h 49m 58s	1239.0%	12.5 GB	525 GB	3.9 GB	455.6 MB
603	d8/17717d	3364456	nifti_converter (188)	COMPLETED	0	2025-10-28 07:04:42.606	1.5s	912ms	100.3%	12.8 MB	62.4 MB	7.5 MB	80 MB
604	d6/70feb0	3365494	roi_creator (188)	COMPLETED	0	2025-10-28 07:04:45.088	2m 12s	2m 12s	100.3%	198.8 MB	307.9 MB	4.9 GB	10.3 MB
189	4f/fe2a63	2642009	fastsurfer (189)	COMPLETED	0	2025-10-28 06:05:06.358	1h 6m 32s	1h 6m 31s	811.3%	13.1 GB	525.8 GB	3.8 GB	447.5 MB
605	f2/48b1e0	3479021	nifti_converter (189)	COMPLETED	0	2025-10-28 07:11:39.484	1.8s	1.2s	99.7%	73.5 MB	112 MB	7.2 MB	80 MB
606	90/1e2da7	3480045	roi_creator (189)	COMPLETED	0	2025-10-28 07:11:42.288	2m 40s	2m 39s	100.1%	198.8 MB	307.9 MB	4.9 GB	10.3 MB
187	8e/d59658	2779513	fastsurfer (187)	COMPLETED	0	2025-10-28 06:19:15.436	59m 59s	59m 58s	839.6%	12.7 GB	525.4 GB	3.8 GB	450.1 MB
607	00/48525d	3596052	nifti_converter (190)	COMPLETED	0	2025-10-28 07:19:15.517	1.7s	1.1s	99.6%	73.5 MB	112 MB	7.8 MB	80 MB
608	e0/9d4060	3596943	roi_creator (190)	COMPLETED	0	2025-10-28 07:19:18.256	2m 53s	2m 52s	100.1%	198.8 MB	307.9 MB	4.9 GB	10.3 MB
190	96/7a09cf	2908586	fastsurfer (190)	COMPLETED	0	2025-10-28 06:31:00.815	1h 6m 50s	1h 6m 50s	818.8%	13 GB	525.7 GB	3.9 GB	465.3 MB
609	2b/5c7565	3766596	nifti_converter (191)	COMPLETED	0	2025-10-28 07:37:52.020	2.1s	1.4s	97.2%	73.5 MB	112 MB	7.6 MB	80 MB
610	6b/a7670a	3767112	roi_creator (191)	COMPLETED	0	2025-10-28 07:37:55.095	2m 53s	2m 52s	100.0%	198.8 MB	307.9 MB	4.9 GB	10.3 MB
193	2f/d31125	3059470	fastsurfer (193)	COMPLETED	0	2025-10-28 06:45:38.801	1h 8m 44s	1h 8m 44s	858.6%	12.5 GB	525 GB	3.9 GB	464.2 MB
611	54/ddfa1c	3921953	nifti_converter (192)	COMPLETED	0	2025-10-28 07:54:24.247	1.9s	1.4s	101.0%	73.5 MB	112 MB	7.5 MB	80 MB
612	1a/c0f4ea	3922475	roi_creator (192)	COMPLETED	0	2025-10-28 07:54:27.201	2m 32s	2m 31s	100.2%	198.8 MB	307.9 MB	4.9 GB	10.3 MB
192	b2/17c613	3180125	fastsurfer (192)	COMPLETED	0	2025-10-28 06:55:35.242	1h 8m 48s	1h 8m 47s	1133.6%	12.7 GB	525.5 GB	3.7 GB	425.3 MB
613	1e/94de69	4043165	nifti_converter (193)	COMPLETED	0	2025-10-28 08:04:22.845	1.7s	1.1s	100.8%	73.5 MB	112 MB	7.4 MB	80 MB
194	f8/af2dd7	3244050	fastsurfer (194)	COMPLETED	0	2025-10-28 06:57:34.359	1h 7m 39s	1h 7m 38s	1187.8%	12.7 GB	525.4 GB	3.7 GB	426 MB
615	0b/2bc612	4067021	nifti_converter (194)	COMPLETED	0	2025-10-28 08:05:13.010	1.7s	1.1s	100.2%	73.5 MB	112 MB	7.2 MB	80 MB
614	e3/ab0c0b	4045316	roi_creator (193)	COMPLETED	0	2025-10-28 08:04:25.550	2m 31s	2m 31s	100.2%	198.8 MB	307.9 MB	4.9 GB	10.2 MB
616	c1/c7a0d4	4074867	roi_creator (194)	COMPLETED	0	2025-10-28 08:05:15.687	2m 30s	2m 29s	100.2%	198.8 MB	307.9 MB	4.9 GB	10.2 MB
197	87/5dd594	3363856	fastsurfer (197)	COMPLETED	0	2025-10-28 07:04:41.599	1h 8m 37s	1h 8m 36s	1098.4%	12.5 GB	525 GB	3.8 GB	441.4 MB
617	dd/003ca5	37901	nifti_converter (195)	COMPLETED	0	2025-10-28 08:13:19.244	2s	1.3s	100.3%	73.5 MB	112 MB	7.2 MB	80 MB
618	69/2b2065	38940	roi_creator (195)	COMPLETED	0	2025-10-28 08:13:22.237	2m 29s	2m 29s	100.2%	198.8 MB	307.9 MB	4.9 GB	10.3 MB
196	98/744a10	3478418	fastsurfer (196)	COMPLETED	0	2025-10-28 07:11:38.474	1h 7m	1h 7m	822.1%	13 GB	525.7 GB	3.7 GB	423 MB
619	11/0094b0	135251	nifti_converter (196)	COMPLETED	0	2025-10-28 08:18:38.725	1.7s	1.1s	99.6%	72.8 MB	112 MB	7.5 MB	80 MB
620	72/94eda5	136575	roi_creator (196)	COMPLETED	0	2025-10-28 08:18:41.417	2m 33s	2m 32s	100.2%	198.8 MB	307.9 MB	4.9 GB	10.2 MB
195	7c/a7fd36	3595451	fastsurfer (195)	COMPLETED	0	2025-10-28 07:19:14.508	1h 6m 49s	1h 6m 48s	899.8%	13.1 GB	525.8 GB	3.8 GB	443.7 MB
621	78/3da6c5	256127	nifti_converter (197)	COMPLETED	0	2025-10-28 08:26:04.630	1.9s	1.3s	100.2%	73.5 MB	112 MB	7.7 MB	80 MB
622	6f/9ed352	256905	roi_creator (197)	COMPLETED	0	2025-10-28 08:26:07.570	2m 48s	2m 47s	100.1%	198.8 MB	307.9 MB	4.9 GB	10.3 MB
199	33/4c8acb	3765824	fastsurfer (199)	COMPLETED	0	2025-10-28 07:37:51.014	1h 3m 57s	1h 3m 56s	858.6%	12.7 GB	525.4 GB	3.8 GB	444.2 MB
623	5d/306742	422599	nifti_converter (198)	COMPLETED	0	2025-10-28 08:41:48.699	1.8s	1.2s	100.4%	73.5 MB	112 MB	7.6 MB	80 MB
624	29/976f06	423361	roi_creator (198)	COMPLETED	0	2025-10-28 08:41:51.511	2m 42s	2m 42s	100.2%	198.8 MB	307.9 MB	4.9 GB	10.3 MB
198	97/5ff29a	3921353	fastsurfer (198)	COMPLETED	0	2025-10-28 07:54:23.240	51m 50s	51m 49s	853.5%	13 GB	525.7 GB	3.6 GB	409 MB
625	03/13635d	504835	nifti_converter (199)	COMPLETED	0	2025-10-28 08:46:13.919	2s	1.4s	99.1%	73.5 MB	112 MB	7 MB	80 MB
626	80/e2055c	505604	roi_creator (199)	COMPLETED	0	2025-10-28 08:46:16.952	2m 47s	2m 46s	100.2%	198.8 MB	307.9 MB	4.9 GB	10.2 MB
201	32/f165d3	4067014	fastsurfer (201)	COMPLETED	0	2025-10-28 08:05:13.004	54m 19s	54m 19s	948.7%	12.7 GB	525.4 GB	3.5 GB	396.2 MB
200	12/cc9128	4043157	fastsurfer (200)	COMPLETED	0	2025-10-28 08:04:22.835	55m 10s	55m 9s	926.3%	12.7 GB	525.4 GB	3.6 GB	417 MB
627	3f/3d36f3	656391	nifti_converter (200)	COMPLETED	0	2025-10-28 08:59:32.808	2s	1.4s	99.1%	73.5 MB	112 MB	7.1 MB	80 MB
628	e0/888883	656421	nifti_converter (201)	COMPLETED	0	2025-10-28 08:59:32.813	2.1s	1.3s	96.4%	73.5 MB	112 MB	7.4 MB	80 MB
629	1f/60d9ea	657915	roi_creator (200)	COMPLETED	0	2025-10-28 08:59:34.883	2m 53s	2m 52s	99.9%	198.8 MB	307.9 MB	4.9 GB	10.2 MB
630	04/965bed	658381	roi_creator (201)	COMPLETED	0	2025-10-28 08:59:35.889	2m 53s	2m 52s	99.9%	198.8 MB	307.9 MB	4.9 GB	10.2 MB
202	3d/8fccc9	135244	fastsurfer (202)	COMPLETED	0	2025-10-28 08:18:38.719	1h 5m 6s	1h 5m 5s	964.7%	12.7 GB	525.4 GB	3.8 GB	444.8 MB
631	3e/c3f4f1	932909	nifti_converter (202)	COMPLETED	0	2025-10-28 09:23:45.383	2.1s	1.4s	99.4%	73.5 MB	112 MB	7.8 MB	80 MB
632	97/ff2053	933586	roi_creator (202)	COMPLETED	0	2025-10-28 09:23:48.491	2m 45s	2m 44s	100.1%	198.8 MB	307.9 MB	4.9 GB	10.3 MB
203	80/f42948	37328	fastsurfer (203)	COMPLETED	0	2025-10-28 08:13:18.238	1h 19m 57s	1h 19m 56s	1038.9%	12.9 GB	525.6 GB	4 GB	476.1 MB
633	95/70999c	1047027	nifti_converter (203)	COMPLETED	0	2025-10-28 09:33:16.109	1.5s	952ms	100.7%	13.5 MB	62.4 MB	7.5 MB	80 MB
634	c6/91932d	1047676	roi_creator (203)	COMPLETED	0	2025-10-28 09:33:18.639	2m 20s	2m 19s	100.2%	198.8 MB	307.9 MB	4.9 GB	10.3 MB
204	05/27f41a	255527	fastsurfer (204)	COMPLETED	0	2025-10-28 08:26:03.624	1h 11m 58s	1h 11m 58s	955.3%	12.5 GB	525.3 GB	3.9 GB	450.7 MB
635	ff/6948ba	1134199	nifti_converter (204)	COMPLETED	0	2025-10-28 09:38:02.909	1.7s	1s	100.5%	11.3 MB	62.4 MB	7.4 MB	80 MB
636	2f/16e395	1134587	roi_creator (204)	COMPLETED	0	2025-10-28 09:38:05.609	2m 12s	2m 12s	100.3%	198.8 MB	307.9 MB	4.9 GB	10.3 MB
206	11/ec8bbe	422003	fastsurfer (206)	COMPLETED	0	2025-10-28 08:41:47.690	1h 50s	1h 49s	790.3%	13 GB	525.8 GB	3.7 GB	427.5 MB
637	00/e894f7	1226305	nifti_converter (205)	COMPLETED	0	2025-10-28 09:42:37.257	1.6s	921ms	100.8%	14.2 MB	62.4 MB	7.4 MB	80 MB
638	d1/458787	1227532	roi_creator (205)	COMPLETED	0	2025-10-28 09:42:39.825	2m 28s	2m 27s	100.2%	198.8 MB	307.9 MB	4.9 GB	10.3 MB
207	bd/5c5cce	504262	fastsurfer (207)	COMPLETED	0	2025-10-28 08:46:12.911	1h 4m 4s	1h 4m 3s	904.3%	12.7 GB	525.4 GB	3.7 GB	422.5 MB
639	e7/2a86e7	1352238	nifti_converter (206)	COMPLETED	0	2025-10-28 09:50:17.892	1.7s	1.1s	100.9%	73.5 MB	112 MB	7.2 MB	80 MB
640	98/bf7b08	1353039	roi_creator (206)	COMPLETED	0	2025-10-28 09:50:20.601	2m 15s	2m 15s	100.3%	198.8 MB	307.9 MB	4.9 GB	10.3 MB
209	bd/3d97ed	656110	fastsurfer (209)	COMPLETED	0	2025-10-28 08:59:32.481	54m 48s	54m 48s	948.8%	12.5 GB	525 GB	3.7 GB	422 MB
641	ef/9fac7e	1441336	nifti_converter (207)	COMPLETED	0	2025-10-28 09:54:21.762	1.9s	1.4s	100.0%	73.5 MB	112 MB	7.6 MB	80 MB
642	ef/db561a	1441853	roi_creator (207)	COMPLETED	0	2025-10-28 09:54:24.670	2m 46s	2m 45s	100.0%	198.8 MB	307.9 MB	4.9 GB	10.2 MB
208	55/05670a	656364	fastsurfer (208)	COMPLETED	0	2025-10-28 08:59:32.803	58m 40s	58m 39s	867.8%	13 GB	525.7 GB	3.6 GB	412 MB
643	0d/9abd07	1531176	nifti_converter (208)	COMPLETED	0	2025-10-28 09:58:13.722	1.6s	1.1s	100.1%	12.8 MB	62.4 MB	7.1 MB	80 MB
644	fc/7243b3	1532185	roi_creator (208)	COMPLETED	0	2025-10-28 09:58:16.378	2m 32s	2m 32s	100.2%	198.8 MB	307.9 MB	4.9 GB	10.2 MB
211	29/811910	932117	fastsurfer (211)	COMPLETED	0	2025-10-28 09:23:44.376	49m 14s	49m 14s	901.2%	12.7 GB	525.4 GB	3.6 GB	417.5 MB
645	90/270a10	1711621	nifti_converter (209)	COMPLETED	0	2025-10-28 10:12:59.835	2.2s	1.5s	101.3%	73.5 MB	112 MB	7.2 MB	80 MB
646	3b/e67370	1712494	roi_creator (209)	COMPLETED	0	2025-10-28 10:13:03.080	2m 55s	2m 54s	100.0%	198.8 MB	307.9 MB	4.9 GB	10.2 MB
210	85/27fc95	1046477	fastsurfer (210)	COMPLETED	0	2025-10-28 09:33:15.102	48m	47m 59s	1021.8%	12.5 GB	525.1 GB	3.4 GB	386.5 MB
647	eb/340d75	1823575	nifti_converter (210)	COMPLETED	0	2025-10-28 10:21:14.997	2.2s	1.5s	99.8%	73.5 MB	112 MB	7.3 MB	80 MB
648	96/0e69d6	1824844	roi_creator (210)	COMPLETED	0	2025-10-28 10:21:18.175	2m 55s	2m 54s	100.1%	198.8 MB	307.9 MB	4.9 GB	10.2 MB
212	86/f4ccf1	1133341	fastsurfer (212)	COMPLETED	0	2025-10-28 09:38:01.902	1h 3m 40s	1h 3m 39s	844.7%	12.5 GB	525 GB	3.9 GB	463.4 MB
649	0a/f3b879	2058232	nifti_converter (211)	COMPLETED	0	2025-10-28 10:41:42.866	2.1s	1.5s	99.6%	73.5 MB	112 MB	7.6 MB	80 MB
650	a9/0ff1fa	2058743	roi_creator (211)	COMPLETED	0	2025-10-28 10:41:45.973	2m 53s	2m 52s	99.8%	198.8 MB	307.9 MB	4.9 GB	10.3 MB
213	db/fc7ee9	1226300	fastsurfer (213)	COMPLETED	0	2025-10-28 09:42:37.253	1h 22m 5s	1h 22m 4s	1120.3%	13 GB	525.7 GB	3.8 GB	445.8 MB
651	49/392c11	2237068	nifti_converter (212)	COMPLETED	0	2025-10-28 11:04:43.121	2.1s	1.4s	100.0%	73.5 MB	112 MB	7.5 MB	80 MB
652	e1/5441d3	2237852	roi_creator (212)	COMPLETED	0	2025-10-28 11:04:46.188	2m 39s	2m 38s	100.1%	198.8 MB	307.9 MB	4.9 GB	10.3 MB
214	1c/591daa	1351636	fastsurfer (214)	COMPLETED	0	2025-10-28 09:50:16.884	1h 26m 46s	1h 26m 46s	1042.6%	12.5 GB	525 GB	3.7 GB	429.1 MB
653	ae/b5bb6d	2369760	nifti_converter (213)	COMPLETED	0	2025-10-28 11:17:04.006	1.5s	889ms	101.0%	12.8 MB	62.4 MB	7.1 MB	80 MB
654	d3/2b1e01	2370244	roi_creator (213)	COMPLETED	0	2025-10-28 11:17:06.524	2m 10s	2m 10s	100.2%	198.8 MB	307.9 MB	4.9 GB	10.2 MB
215	99/ca6848	1440583	fastsurfer (215)	COMPLETED	0	2025-10-28 09:54:20.757	1h 33m 40s	1h 33m 39s	1148.9%	13 GB	525.7 GB	3.7 GB	422.1 MB
655	8e/578aa3	2500562	nifti_converter (214)	COMPLETED	0	2025-10-28 11:28:01.732	1.7s	1.1s	100.1%	73.5 MB	112 MB	7.3 MB	80 MB
216	ef/d767a3	1530600	fastsurfer (216)	COMPLETED	0	2025-10-28 09:58:12.716	1h 30m 6s	1h 30m 5s	1187.7%	13 GB	525.7 GB	3.7 GB	434 MB
657	a9/d30407	2504895	nifti_converter (215)	COMPLETED	0	2025-10-28 11:28:19.801	1.6s	1.1s	100.0%	11.3 MB	62.4 MB	7.5 MB	80 MB
656	a8/445eb4	2501358	roi_creator (214)	COMPLETED	0	2025-10-28 11:28:04.412	2m 27s	2m 27s	100.3%	198.8 MB	307.9 MB	4.9 GB	10.2 MB
658	d0/57227d	2506107	roi_creator (215)	COMPLETED	0	2025-10-28 11:28:22.450	2m 26s	2m 25s	100.2%	198.8 MB	307.9 MB	4.9 GB	10.3 MB
221	26/0bc233	1711073	fastsurfer (221)	COMPLETED	0	2025-10-28 10:12:58.830	1h 18m 47s	1h 18m 46s	1102.9%	12.9 GB	525.6 GB	3.6 GB	407.5 MB
659	d4/e21aad	2637209	nifti_converter (216)	COMPLETED	0	2025-10-28 11:31:46.915	1.7s	1.1s	98.9%	73.5 MB	112 MB	7.3 MB	80 MB
217	6b/d41808	1823574	fastsurfer (217)	COMPLETED	0	2025-10-28 10:21:14.993	1h 12m 10s	1h 12m 10s	965.7%	12.8 GB	525.5 GB	3.6 GB	405.6 MB
661	71/9753ce	2703611	nifti_converter (217)	COMPLETED	0	2025-10-28 11:33:26.481	2.4s	1.9s	100.1%	60.8 MB	110.5 MB	7.2 MB	80 MB
660	ea/7036e2	2637692	roi_creator (216)	COMPLETED	0	2025-10-28 11:31:49.574	2m 32s	2m 31s	100.2%	198.8 MB	307.9 MB	4.9 GB	10.2 MB
662	c8/2c3366	2704392	roi_creator (217)	COMPLETED	0	2025-10-28 11:33:29.914	2m 14s	2m 14s	100.3%	198.8 MB	307.9 MB	4.9 GB	10.2 MB
218	6a/39d1d1	2057689	fastsurfer (218)	COMPLETED	0	2025-10-28 10:41:41.858	56m 37s	56m 36s	840.1%	12.5 GB	525 GB	3.6 GB	415.2 MB
663	b7/0ccbc1	2822506	nifti_converter (218)	COMPLETED	0	2025-10-28 11:38:19.730	1.8s	1.2s	100.2%	73.5 MB	112 MB	7.2 MB	80 MB
664	7c/4e9dc7	2823281	roi_creator (218)	COMPLETED	0	2025-10-28 11:38:22.535	2m 46s	2m 46s	100.0%	198.8 MB	307.9 MB	4.9 GB	10.2 MB
220	f6/a06908	2236463	fastsurfer (220)	COMPLETED	0	2025-10-28 11:04:42.107	1h 7m 44s	1h 7m 43s	839.6%	12.8 GB	525.6 GB	3.8 GB	446.2 MB
665	41/aaa09e	3111128	nifti_converter (219)	COMPLETED	0	2025-10-28 12:12:26.781	1.9s	1.3s	100.9%	73.5 MB	112 MB	7.5 MB	80 MB
666	2e/ca0372	3111642	roi_creator (219)	COMPLETED	0	2025-10-28 12:12:29.660	2m 52s	2m 51s	100.1%	198.8 MB	307.9 MB	4.9 GB	10.3 MB
219	08/8507b6	2368885	fastsurfer (219)	COMPLETED	0	2025-10-28 11:17:02.999	58m 20s	58m 20s	913.5%	13 GB	525.7 GB	3.9 GB	451.9 MB
667	9f/f0d8c2	3182199	nifti_converter (220)	COMPLETED	0	2025-10-28 12:15:23.177	1.9s	1.3s	99.2%	73.5 MB	112 MB	7.5 MB	80 MB
668	13/1614ba	3183505	roi_creator (220)	COMPLETED	0	2025-10-28 12:15:25.069	2m 50s	2m 50s	100.2%	198.8 MB	307.9 MB	4.9 GB	10.3 MB
223	1d/070692	2499920	fastsurfer (223)	COMPLETED	0	2025-10-28 11:28:00.727	1h 32m 24s	1h 32m 23s	1085.1%	12.5 GB	525 GB	3.5 GB	399.9 MB
669	18/cd9ebd	3466171	nifti_converter (221)	COMPLETED	0	2025-10-28 13:00:24.299	2.1s	1.5s	99.3%	73.5 MB	112 MB	7.3 MB	80 MB
670	11/efc443	3466636	roi_creator (221)	COMPLETED	0	2025-10-28 13:00:26.398	2m 52s	2m 52s	99.9%	198.8 MB	307.9 MB	4.9 GB	10.2 MB
225	ff/d5feae	2821929	fastsurfer (225)	COMPLETED	0	2025-10-28 11:38:18.724	1h 53m 36s	1h 53m 35s	1106.9%	13 GB	525.7 GB	3.8 GB	437.7 MB
671	67/4e0bd0	3584530	nifti_converter (222)	COMPLETED	0	2025-10-28 13:31:54.496	1.5s	893ms	102.0%	14.3 MB	62.4 MB	7.9 MB	80 MB
672	0b/204d06	3584942	roi_creator (222)	COMPLETED	0	2025-10-28 13:31:56.046	1m 48s	1m 47s	100.2%	198.8 MB	307.9 MB	4.9 GB	10.3 MB
222	00/d74fab	2504291	fastsurfer (222)	COMPLETED	0	2025-10-28 11:28:18.793	2h 7m 9s	2h 7m 8s	1247.5%	13 GB	525.7 GB	3.7 GB	428.8 MB
673	0e/94b260	3601279	nifti_converter (223)	COMPLETED	0	2025-10-28 13:35:27.657	1.9s	1.2s	101.6%	73.5 MB	112 MB	7.1 MB	80 MB
674	56/15ab74	3601787	roi_creator (223)	COMPLETED	0	2025-10-28 13:35:29.535	1m 53s	1m 52s	100.3%	198.8 MB	307.9 MB	4.9 GB	10.3 MB
228	1d/baa4c3	3110216	fastsurfer (228)	COMPLETED	0	2025-10-28 12:12:25.776	1h 27m 4s	1h 27m 3s	1130.5%	12.9 GB	525.6 GB	3.6 GB	416.1 MB
675	b1/63ed15	3616476	nifti_converter (224)	COMPLETED	0	2025-10-28 13:39:29.590	1.9s	1.2s	100.4%	73.5 MB	112 MB	6.7 MB	80 MB
224	05/2ba17c	2636021	fastsurfer (224)	COMPLETED	0	2025-10-28 11:31:45.906	2h 8m 1s	2h 8m	1108.8%	12.5 GB	525 GB	3.8 GB	447.1 MB
677	b1/ef5f3a	3618545	nifti_converter (225)	COMPLETED	0	2025-10-28 13:39:47.006	1.9s	1.2s	100.7%	73.5 MB	112 MB	7.4 MB	80 MB
227	3c/d2f7d7	3182193	fastsurfer (227)	COMPLETED	0	2025-10-28 12:15:23.171	1h 24m 40s	1h 24m 39s	1137.9%	12.5 GB	525 GB	3.7 GB	426.8 MB
679	35/972512	3620283	nifti_converter (226)	COMPLETED	0	2025-10-28 13:40:03.111	1.5s	840ms	100.7%	14.2 MB	62.4 MB	7.3 MB	80 MB
676	56/d60b68	3616941	roi_creator (224)	COMPLETED	0	2025-10-28 13:39:31.551	1m 51s	1m 51s	100.2%	198.8 MB	307.9 MB	4.9 GB	10.2 MB
678	7c/881e1c	3619095	roi_creator (225)	COMPLETED	0	2025-10-28 13:39:48.976	1m 49s	1m 48s	100.2%	198.8 MB	307.9 MB	4.9 GB	10.3 MB
680	32/36b548	3620752	roi_creator (226)	COMPLETED	0	2025-10-28 13:40:04.592	1m 48s	1m 47s	100.2%	198.8 MB	307.9 MB	4.9 GB	10.2 MB
226	4f/0bc0e3	2701774	fastsurfer (226)	COMPLETED	0	2025-10-28 11:33:25.471	2h 11m 29s	2h 11m 28s	1094.9%	13 GB	525.8 GB	4 GB	470.9 MB
681	b6/f05521	3629462	nifti_converter (227)	COMPLETED	0	2025-10-28 13:44:54.133	1.5s	835ms	101.6%	15 MB	62.4 MB	7.6 MB	80 MB
682	ac/01df04	3629492	csv_collector (1)	COMPLETED	0	2025-10-28 13:44:54.206	11.6s	10s	101.9%	6.8 MB	35.5 MB	67.2 MB	7.6 MB
684	90/0ded24	3631878	feature_extraction (1)	COMPLETED	0	2025-10-28 13:45:05.881	53m 30s	53m 29s	2210.8%	9.9 GB	86.9 GB	290.6 GB	202.6 MB